,State,Job,Companies,Location,Summary,Salary,Links,Post_Date,og_salary_period
307, maharashtra,senior associate   advanced analytics,jpmorgan chase bank  n a ,mumbai  maharashtra,working with technology teams to implement solutions  define data strategy and build data models  including data lineage and governance exercises ,,/rc/clk?jk=906b6a5337b9969b&fccid=aaf3b433897ea465&vjs=3,08-20-2022,
308, karnataka,internal audit   embed data analytics   associate   bengalur   ,goldman sachs,bengaluru  karnataka,experience with advanced data analytics tools and techniques  goldman sachs internal audit comprises individuals from diverse backgrounds including chartered…,,/rc/clk?jk=7dabba57ab275a6b&fccid=16a97ed26c75bf2d&vjs=3,08-18-2022,
309, telangana,associate imaging data scientist,corteva agriscience,hyderabad  telangana,leverage data science and data engineering resources  capabilities  and best practices from the corteva data science group ,,/rc/clk?jk=0eb9fc153454aba9&fccid=d2536e400fa1f147&vjs=3,08-16-2022,
310, tamil nadu,data science engineer   4,comcast,chennai  tamil nadu,aggregates huge amounts of data and information from large numbers of sources to discover patterns and features necessary to automate analytical models ,,/rc/clk?jk=e664de84ed8cc708&fccid=ea25315ee9da22e5&vjs=3,08-19-2022,
311, maharashtra,senior data scientist,morningstar,mumbai  maharashtra,the senior data scientist will be responsible for understanding the business requirement  do the data collection  exploratory data analytics  feature…,,/rc/clk?jk=4cd91844d9ad0d57&fccid=acfb0b086b8f975d&vjs=3,08-19-2022,
312, telangana,machine learning engineer,zigup,hyderabad  telangana,verifying data quality  and or ensuring it via data cleaning  exploring and visualizing data to gain an understanding of it  then identifying differences in…,,/rc/clk?jk=88929f54298ecbfb&fccid=ce6cd235b9f7009e&vjs=3,08-18-2022,
313, telangana,assistant manager analytics   hyderabad,deloitte,hyderabad  telangana,  provides end to end support around database management  data visualization  data science  data reporting and technology development ,,/rc/clk?jk=fc9fc7a2f67826fc&fccid=9e215d88a6b33622&vjs=3,08-17-2022,
314, uttar pradesh,consultant   data scientist,genpact,noida  uttar pradesh,strong knowledge of big data anlaytics  data manipulation and cloud based environment computing  we are looking for data scientist   statistician with…,,/rc/clk?jk=1ddcd90303fd12fd&fccid=afe30394bfba1470&vjs=3,08-19-2022,
315, maharashtra,data scientist   analytics,zigup,temporarily remote in mumbai  maharashtra,we are looking to hire a data scientist who will work with various cross functional teams such as product  marketing  engineering  sales and customer success to…,,/rc/clk?jk=22b190bf63ddfa60&fccid=ce6cd235b9f7009e&vjs=3,08-17-2022,
316, karnataka,lead data scientist,target,bengaluru  karnataka,knowledge and experience with production ready data driven applications that are observable  maintainable  and scalable  ability to test and measure algorithms ,,/rc/clk?jk=a13b22b61b26bb25&fccid=15f43d82dc901ff2&vjs=3,08-19-2022,
317, karnataka,production   business analyst   analytics,gea group,bengaluru  karnataka,analyst   analytics   you identify  analyze and evaluate correlations in operations and financial data especially production data in order to gain business…,,/rc/clk?jk=a73b9ce69606e785&fccid=f35b484a4d02056a&vjs=3,08-18-2022,
318, karnataka,collections strategy analytics,cred,bengaluru  karnataka,designing the data infrastructure for collections that can serve as the ground layer for a product  analytics  operations  and other teams making the correct…,,/rc/clk?jk=6a2baf36a2c0d403&fccid=fd9fd1d07650d513&vjs=3,08-18-2022,
319, haryana,am   analytics,genpact,gurgaon  haryana,automate data preparation via data pipelines and insights report creation where possible  ability to handle various data sources  format   structured and…,,/rc/clk?jk=7208fed55161c3df&fccid=afe30394bfba1470&vjs=3,08-19-2022,
320, maharashtra,cluster manager   data science senior cluster manager   data   ,bajaj finserv,pune  maharashtra,principal accountabilities  accountabilities associated with the job  • translate business questions into clear and solvable data science problems • maximize…,,/rc/clk?jk=87c137f0b558cfa4&fccid=c8ba5f454dd5d9a9&vjs=3,08-20-2022,
321, maharashtra,faculties   school of computing   data science,abc consultants,pune  maharashtra,we are inviting applications from highly research active candidates for the positions of full time professor in computer science ,,/rc/clk?jk=6a96da7a40d0213d&fccid=0915096247b03532&vjs=3,08-19-2022,
322, telangana,data scientist,ciel hr,hyderabad  telangana,3  years in a data processing   machine learning role with demonstrable experience with cognitive computing  data integration  data mining  natural language…,,/rc/clk?jk=a677666260895f1f&fccid=97c7ac19bcd5f536&vjs=3,08-17-2022,
323, haryana,analytics   insight analyst,airbnb,gurugram  haryana,collaborates with data engineering and data science to investigate such data issues  ensures data quality and data integrity to manage cx data assets to be…,,/rc/clk?jk=aafb643219f47aef&fccid=95a08f6a451ba57f&vjs=3,08-20-2022,
324, karnataka,engineering specialist  machine learning,zs,bengaluru  karnataka,being part of scaled ai practice allows you to collaborate with data scientists to create state of the art ai models  create and use cutting edge ml platforms …,,/rc/clk?jk=c5de955e2f4a2b71&fccid=f349f6e84d53b739&vjs=3,08-18-2022,
325, karnataka,data scientist iii,sixt,bengaluru  karnataka,you will assist other engineers in designing the right data models  you have experience working with large amounts of real data with sql or nosql ,,/rc/clk?jk=909754e34e20ede4&fccid=1a70832a7b190a0a&vjs=3,08-18-2022,
326, karnataka,sr  data scientist   medical analytics,triangle global,remote in bengaluru  karnataka,strong r python programming skills and work experience in unix linux environment good computational and data visualization capability experience to aid results…,,/rc/clk?jk=4051f679aa1ec48b&fccid=37ceb2c0c7b795cb&vjs=3,08-19-2022,
327, karnataka,ccb  d a  strategy   control  quant analytics  associate,jpmorgan chase bank  n a ,bengaluru  karnataka,validates accuracy of data and assists with report preparation  the team encompasses a variety of data   analytics disciplines  from data governance and data…,,/rc/clk?jk=34cea658ac7c4ccd&fccid=aaf3b433897ea465&vjs=3,08-16-2022,
328, karnataka,business intelligence engineer  ate,asspl   karnataka,bengaluru  karnataka,experience working with data visualization tools and creating data visualization concepts  such as tableau or equivalent   e g  python  c    java  etc   ,,/rc/clk?jk=ffad2cf55396c13f&fccid=fe2d21eef233e94a&vjs=3,08-19-2022,
329, maharashtra,senior manager data science  business analytics   insights    ,pfizer,mumbai  maharashtra,experience in management of secondary data with application of real world data  interface with omnichannel operations on execution and data science bespoke…,,/rc/clk?jk=b278b89ecc79d027&fccid=7ff126af0cd3d93b&vjs=3,08-18-2022,
330, karnataka,qr credit smm   data science vp lead,jpmorgan chase bank  n a ,bengaluru  karnataka,monitoring data quality and removing corrupt data  you have a solid understanding of data sources  data organisation and storage ,,/rc/clk?jk=3456bfc3063a5340&fccid=aaf3b433897ea465&vjs=3,08-19-2022,
331,india,data science   analytics consultant   specialization in sas,softcrylic,india,our clients range from the travel and leisure industry to publishing  retail and banking  extensive experience with the use of sas base  sas sql  sas macros …,,/rc/clk?jk=32046b5b7c543122&fccid=35f5922f111a3637&vjs=3,08-19-2022,
332, maharashtra,machine learning engineer   na,quantiphi,mumbai  maharashtra,critical eye for the quality of data and strong desire to get it right  knowledge of statistical modelling and popular machine learning models ,,/rc/clk?jk=c6e609325ccb29b6&fccid=1ae4b0fd2737468f&vjs=3,08-18-2022,
333, maharashtra,lead data scientist,bajaj finserv,pune  maharashtra,collaborate with fellow data scientists and engineers to implement effective and specific methodologies  principal accountabilities  accountabilities associated…,,/rc/clk?jk=cbc5d7dc24d0a271&fccid=c8ba5f454dd5d9a9&vjs=3,08-19-2022,
334, karnataka,analytics experts,oaknorth bank,bengaluru  karnataka,this helps us analyze large financial market high frequency data sets and provide business performance conclusions for companies across multiple sectors e g …,,/rc/clk?jk=94384180cb183e4b&fccid=282892cf21817454&vjs=3,08-20-2022,
335, maharashtra,manager  data science,msd,pune  maharashtra,you will be working with a scrum team comprising of data scientists  business analysts  subject matter experts  data engineers  and business partners to deliver…,,/rc/clk?jk=ce278b0b3665832c&fccid=3c0bf511b4a29309&vjs=3,08-19-2022,
336, tamil nadu,pms data scientist sr  expert,philips,hybrid remote in chennai  tamil nadu,drive the collection of new data and the refinement of existing data sources  implements solutions to problems using data analysis  data mining  optimization…,,/rc/clk?jk=22af91d09a8d3c76&fccid=e4af9ca5b6d3a604&vjs=3,08-17-2022,
337, maharashtra,associate lead data scientist,bajaj finserv,pune  maharashtra,collaborate with fellow data scientists and engineers to implement effective and specific methodologies  principal accountabilities  accountabilities associated…,,/rc/clk?jk=c4d9461abb865e44&fccid=c8ba5f454dd5d9a9&vjs=3,08-19-2022,
338, karnataka,senior principal machine learning engineer,palo alto networks,bengaluru  karnataka,9  years industry   academia experience in software development  minimum 5 years as a machine learning engineer or a data scientist ,,/rc/clk?jk=091ec87293070666&fccid=0562f887e2bed9ea&vjs=3,08-20-2022,
339, maharashtra,ccb  d a quant analytics senior associate   customer experie   ,jpmorgan chase bank  n a ,mumbai  maharashtra,should be able to work directly with data owners custodians and contribute in building analytics data hub  you will also leverage enterprise data to develop the…,,/rc/clk?jk=b88063cfce91b7af&fccid=aaf3b433897ea465&vjs=3,08-17-2022,
340, karnataka,data platform engineer   ai ml   assistant manager,state street,bengaluru  karnataka,our platform products power analytics  reporting  machine learning  ai and data applications across the bank  the application developer   software engineer will…,,/rc/clk?jk=ba20d2fbb018b902&fccid=92f1ccd9154b0139&vjs=3,08-17-2022,
341, maharashtra,cloud solution architect data   ai,microsoft,mumbai  maharashtra,understand customers’ overall data estate  it and business priorities and success measures to design implementation architectures and solutions ,,/rc/clk?jk=6a3c174ff149bb86&fccid=734cb5a01ee60f80&vjs=3,08-17-2022,
342, karnataka,senior machine learning engineer i,modus closing,bengaluru  karnataka,using your machine learning skills to explore and deeply understand compass’s data  perform feature engineering and modelling tasks on top of this data to power…,,/rc/clk?jk=a2aafbd3023580db&fccid=4a4184a099015c45&vjs=3,08-17-2022,
343, karnataka,applied scientist ii  alexa international,adci   karnataka,bengaluru  karnataka,proven track in leading  mentoring and growing teams of scientists  the candidate will be expected to work on numerous aspects of machine learning involving…,,/rc/clk?jk=1a3bbf4c905ec801&fccid=fe2d21eef233e94a&vjs=3,08-19-2022,
344, tamil nadu,staff engineer  machine learning toolchain developer ,qcom,chennai  tamil nadu,engineering group  engineering group > systems engineering  hands on experience with deep learning frameworks like keras  tensorflow  onnx  pytorch  caffe…,,/rc/clk?jk=7e72614ed59c8abc&fccid=d40ebe11fc879426&vjs=3,08-21-2022,
345, uttar pradesh,data scientist   associate vice president,zigup,noida  uttar pradesh,expectations  requirements  10   years of experience into data science field1  share reports and dashboards with business stakeholders to empower them to make…,,/rc/clk?jk=eaf81547c142143c&fccid=ce6cd235b9f7009e&vjs=3,08-18-2022,
346, karnataka,consumer and wealth management   data science   vice preside   ,goldman sachs,bengaluru  karnataka,lead a small team of data scientists  2 3  and peer review their technical work and provide guidance on overall direction of the project ,,/rc/clk?jk=f3bb855cb4d943c7&fccid=16a97ed26c75bf2d&vjs=3,08-18-2022,
347, delhi,data scientist,mount talent consulting,new delhi  delhi,experience in hands on data mining and predictive modelling experience  clustering   classification using decision trees  linear logistic regression  etc   ,,/rc/clk?jk=856f483f0d2b2e16&fccid=0acd5d971e419820&vjs=3,08-18-2022,
348,india,amagi   applied data scientist   machine learning  3 6 yrs ,zigup,india,provide strong systems development skills  a creative analytical mindset  and expertise in data science  machine learning  and machine learning operations …,,/rc/clk?jk=4520141eb6b665c2&fccid=ce6cd235b9f7009e&vjs=3,08-18-2022,
